Date,High,Low,Open,Close,Volume,Adj Close
2017-01-26,30.610000610351562,30.399999618530273,30.417499542236328,30.485000610351562,105350400.0,28.92168617248535
2017-01-27,30.587499618530273,30.399999618530273,30.53499984741211,30.487499237060547,82251600.0,28.924057006835938
2017-01-30,30.407499313354492,30.165000915527344,30.232500076293945,30.407499313354492,121510000.0,28.848155975341797
2017-01-31,30.34749984741211,30.155000686645508,30.287500381469727,30.337499618530273,196804000.0,28.781749725341797
2017-02-01,32.622501373291016,31.752500534057617,31.75749969482422,32.1875,447940000.0,30.53687858581543
2017-02-02,32.34749984741211,31.94499969482422,31.9950008392334,32.13249969482422,134841600.0,30.484697341918945
2017-02-03,32.29750061035156,32.040000915527344,32.07749938964844,32.27000045776367,98029200.0,30.615150451660156
2017-02-06,32.625,32.224998474121094,32.282501220703125,32.5724983215332,107383600.0,30.902137756347656
2017-02-07,33.022499084472656,32.61249923706055,32.6349983215332,32.88249969482422,152735200.0,31.19623374938965
2017-02-08,33.05500030517578,32.80500030517578,32.837501525878906,33.0099983215332,92016400.0,31.317195892333984
2017-02-09,33.11249923706055,32.779998779296875,32.912498474121094,33.10499954223633,113399600.0,31.543493270874023
2017-02-10,33.23500061035156,33.01250076293945,33.1150016784668,33.029998779296875,80262000.0,31.47203254699707
2017-02-13,33.45500183105469,33.1875,33.27000045776367,33.3224983215332,92141600.0,31.750734329223633
2017-02-14,33.772499084472656,33.3125,33.36750030517578,33.755001068115234,132904800.0,32.162845611572266
2017-02-15,34.067501068115234,33.654998779296875,33.880001068115234,33.877498626708984,142492400.0,32.27956771850586
2017-02-16,33.974998474121094,33.709999084472656,33.91749954223633,33.837501525878906,90338400.0,32.241451263427734
2017-02-17,33.95750045776367,33.775001525878906,33.775001525878906,33.93000030517578,88792800.0,32.32958984375
2017-02-21,34.1875,33.994998931884766,34.057498931884766,34.17499923706055,98028800.0,32.56303405761719
2017-02-22,34.279998779296875,34.02750015258789,34.10749816894531,34.27750015258789,83347600.0,32.66069412231445
2017-02-23,34.369998931884766,34.07500076293945,34.345001220703125,34.13249969482422,83152800.0,32.52253341674805
2017-02-24,34.165000915527344,33.81999969482422,33.977500915527344,34.165000915527344,87106400.0,32.553504943847656
2017-02-27,34.36000061035156,34.06999969482422,34.28499984741211,34.23249816894531,81029600.0,32.61781311035156
2017-02-28,34.36000061035156,34.17499923706055,34.27000045776367,34.247501373291016,93931600.0,32.63211441040039
2017-03-01,35.037498474121094,34.400001525878906,34.47249984741211,34.9474983215332,145658400.0,33.29908752441406
2017-03-02,35.06999969482422,34.689998626708984,35.0,34.7400016784668,104844000.0,33.101375579833984
2017-03-03,34.95750045776367,34.647499084472656,34.69499969482422,34.94499969482422,84432400.0,33.29670715332031
2017-03-06,34.942501068115234,34.650001525878906,34.842498779296875,34.834999084472656,87000000.0,33.19189453125
2017-03-07,34.994998931884766,34.6974983215332,34.76499938964844,34.880001068115234,69785200.0,33.23477554321289
2017-03-08,34.95000076293945,34.70500183105469,34.73749923706055,34.75,74828800.0,33.11090850830078
2017-03-09,34.6974983215332,34.26250076293945,34.685001373291016,34.66999816894531,88623600.0,33.034671783447266
2017-03-10,34.84000015258789,34.65999984741211,34.8125,34.78499984741211,78451200.0,33.144256591796875
2017-03-13,34.85749816894531,34.70500183105469,34.712501525878906,34.79999923706055,69686800.0,33.15854263305664
2017-03-14,34.912498474121094,34.709999084472656,34.82500076293945,34.747501373291016,61236400.0,33.10852813720703
2017-03-15,35.1875,34.75749969482422,34.852500915527344,35.1150016784668,102767200.0,33.45869445800781
2017-03-16,35.255001068115234,35.064998626708984,35.18000030517578,35.17250061035156,76928000.0,33.51346969604492
2017-03-17,35.25,34.97249984741211,35.25,34.997501373291016,175540000.0,33.346736907958984
2017-03-20,35.375,35.057498931884766,35.099998474121094,35.3650016784668,86168000.0,33.6968994140625
2017-03-21,35.70000076293945,34.932498931884766,35.52750015258789,34.959999084472656,158119600.0,33.31100082397461
2017-03-22,35.400001525878906,34.939998626708984,34.962501525878906,35.35499954223633,103440800.0,33.68737030029297
2017-03-23,35.39500045776367,35.15250015258789,35.314998626708984,35.22999954223633,81385200.0,33.568260192871094
2017-03-24,35.435001373291016,35.087501525878906,35.375,35.15999984741211,89582400.0,33.50156784057617
2017-03-27,35.30500030517578,34.654998779296875,34.84749984741211,35.220001220703125,94300400.0,33.55874252319336
2017-03-28,36.0099983215332,35.154998779296875,35.227500915527344,35.95000076293945,133499200.0,34.25430679321289
2017-03-29,36.122501373291016,35.79750061035156,35.91999816894531,36.029998779296875,116760000.0,34.33052444458008
2017-03-30,36.125,35.875,36.04750061035156,35.98249816894531,84829200.0,34.28526306152344
2017-03-31,36.067501068115234,35.752498626708984,35.93000030517578,35.915000915527344,78646800.0,34.2209587097168
2017-04-03,36.029998779296875,35.76250076293945,35.9275016784668,35.92499923706055,79942800.0,34.23048400878906
2017-04-04,36.22249984741211,35.79249954223633,35.8125,36.192501068115234,79565600.0,34.48536682128906
2017-04-05,36.3650016784668,35.95249938964844,36.05500030517578,36.005001068115234,110871600.0,34.30671310424805
2017-04-06,36.130001068115234,35.86249923706055,36.0724983215332,35.915000915527344,84596000.0,34.2209587097168
2017-04-07,36.04499816894531,35.817501068115234,35.932498931884766,35.834999084472656,66688800.0,34.14472579956055
2017-04-10,35.970001220703125,35.724998474121094,35.900001525878906,35.79249954223633,75733600.0,34.10423278808594
2017-04-11,35.837501525878906,35.01499938964844,35.73500061035156,35.407501220703125,121517600.0,33.737396240234375
2017-04-12,35.537498474121094,35.252498626708984,35.400001525878906,35.45000076293945,81400000.0,33.77788162231445
2017-04-13,35.595001220703125,35.26250076293945,35.477500915527344,35.26250076293945,71291600.0,33.5992317199707
2017-04-17,35.470001220703125,35.217498779296875,35.369998931884766,35.45750045776367,66328400.0,33.7850341796875
2017-04-18,35.5099983215332,35.27750015258789,35.352500915527344,35.29999923706055,58790000.0,33.63496780395508
2017-04-19,35.5,35.11249923706055,35.470001220703125,35.16999816894531,69313600.0,33.5110969543457
2017-04-20,35.72999954223633,35.290000915527344,35.30500030517578,35.61000061035156,93278400.0,33.93033981323242
2017-04-21,35.66999816894531,35.462501525878906,35.61000061035156,35.567501068115234,69283600.0,33.88985061645508
2017-04-24,35.98749923706055,35.79499816894531,35.875,35.90999984741211,68537200.0,34.21619415283203
2017-04-25,36.224998474121094,35.967498779296875,35.977500915527344,36.13249969482422,75486000.0,34.42819595336914
2017-04-26,36.150001525878906,35.845001220703125,36.11750030517578,35.91999816894531,80164800.0,34.2257194519043
2017-04-27,36.040000915527344,35.82749938964844,35.97999954223633,35.9474983215332,56985200.0,34.25191879272461
2017-04-28,36.07500076293945,35.817501068115234,36.022499084472656,35.912498474121094,83441600.0,34.21857452392578
2017-05-01,36.79999923706055,36.2400016784668,36.275001525878906,36.64500045776367,134411600.0,34.916526794433594
2017-05-02,37.022499084472656,36.709999084472656,36.8849983215332,36.877498626708984,181408800.0,35.1380500793457
2017-05-03,36.872501373291016,36.067501068115234,36.397499084472656,36.76499938964844,182788000.0,35.03086471557617
2017-05-04,36.78499984741211,36.45249938964844,36.630001068115234,36.63249969482422,93487600.0,34.90461349487305
2017-05-05,37.244998931884766,36.689998626708984,36.689998626708984,37.2400016784668,109310800.0,35.483455657958984
2017-05-08,38.42499923706055,37.25749969482422,37.25749969482422,38.252498626708984,195009600.0,36.44820022583008
2017-05-09,38.720001220703125,38.36249923706055,38.467498779296875,38.497501373291016,156521600.0,36.681640625
2017-05-10,38.48500061035156,38.02750015258789,38.407501220703125,38.314998626708984,103222800.0,36.50775146484375
2017-05-11,38.51750183105469,38.07749938964844,38.11249923706055,38.48749923706055,109020400.0,36.8234748840332
2017-05-12,39.10499954223633,38.66749954223633,38.67499923706055,39.025001525878906,130108000.0,37.337745666503906
2017-05-15,39.162498474121094,38.76250076293945,39.002498626708984,38.92499923706055,104038800.0,37.242069244384766
2017-05-16,39.01499938964844,38.68000030517578,38.98500061035156,38.86750030517578,80194000.0,37.187049865722656
2017-05-17,38.64250183105469,37.4275016784668,38.400001525878906,37.5625,203070800.0,35.9384765625
2017-05-18,38.334999084472656,37.782501220703125,37.817501068115234,38.1349983215332,134272800.0,36.48622131347656
2017-05-19,38.494998931884766,38.157501220703125,38.345001220703125,38.26499938964844,107843200.0,36.610599517822266
2017-05-22,38.64500045776367,38.227500915527344,38.5,38.497501373291016,91865600.0,36.833045959472656
2017-05-23,38.724998474121094,38.32749938964844,38.724998474121094,38.45000076293945,79675600.0,36.787601470947266
2017-05-24,38.54249954223633,38.16749954223633,38.459999084472656,38.334999084472656,76712000.0,36.677581787109375
2017-05-25,38.587501525878906,38.25749969482422,38.432498931884766,38.467498779296875,76942400.0,36.80434036254883
2017-05-26,38.560001373291016,38.32749938964844,38.5,38.40250015258789,87710400.0,36.74216079711914
2017-05-30,38.60749816894531,38.33250045776367,38.35499954223633,38.41749954223633,80507600.0,36.75651168823242
2017-05-31,38.54249954223633,38.095001220703125,38.49250030517578,38.189998626708984,97804800.0,36.53884506225586
2017-06-01,38.33250045776367,38.05500030517578,38.29249954223633,38.29499816894531,65616400.0,36.639305114746094
2017-06-02,38.86249923706055,38.22249984741211,38.39500045776367,38.86249923706055,111082800.0,37.18227005004883
2017-06-05,38.61249923706055,38.3650016784668,38.584999084472656,38.48249816894531,101326800.0,36.818695068359375
2017-06-06,38.95249938964844,38.44499969482422,38.474998474121094,38.61249923706055,106499600.0,36.94308090209961
2017-06-07,38.994998931884766,38.619998931884766,38.755001068115234,38.842498779296875,84278400.0,37.16313171386719
2017-06-08,38.8849983215332,38.599998474121094,38.8125,38.747501373291016,85003200.0,37.07223892211914
2017-06-09,38.79750061035156,36.505001068115234,38.79750061035156,37.244998931884766,259530800.0,35.63469314575195
2017-06-12,36.522499084472656,35.627498626708984,36.435001373291016,36.35499954223633,289229200.0,34.783180236816406
2017-06-13,36.86249923706055,36.287498474121094,36.790000915527344,36.647499084472656,136661600.0,35.06303787231445
2017-06-14,36.875,35.959999084472656,36.875,36.290000915527344,126124800.0,34.72098922729492
2017-06-15,36.119998931884766,35.5525016784668,35.83000183105469,36.0724983215332,128661600.0,34.51288986206055
2017-06-16,36.125,35.54999923706055,35.94499969482422,35.567501068115234,201444400.0,34.02973556518555
2017-06-19,36.685001373291016,35.915000915527344,35.915000915527344,36.584999084472656,130165600.0,35.003238677978516
2017-06-20,36.717498779296875,36.23500061035156,36.717498779296875,36.252498626708984,99600400.0,34.68510818481445
2017-06-21,36.51750183105469,36.15250015258789,36.380001068115234,36.467498779296875,85063200.0,34.89081573486328
2017-06-22,36.67499923706055,36.279998779296875,36.442501068115234,36.407501220703125,76425200.0,34.83341979980469
2017-06-23,36.790000915527344,36.27750015258789,36.282501220703125,36.56999969482422,141757600.0,34.98888397216797
2017-06-26,37.06999969482422,36.345001220703125,36.79249954223633,36.45500183105469,102769600.0,34.87886047363281
2017-06-27,36.540000915527344,35.904998779296875,36.252498626708984,35.932498931884766,99047600.0,34.378944396972656
2017-06-28,36.52750015258789,35.790000915527344,36.122501373291016,36.45750045776367,88329600.0,34.881248474121094
2017-06-29,36.282501220703125,35.56999969482422,36.1775016784668,35.91999816894531,125997600.0,34.36698913574219
2017-06-30,36.2400016784668,35.94499969482422,36.11249923706055,36.005001068115234,92096400.0,34.44831466674805
2017-07-03,36.32500076293945,35.775001525878906,36.220001220703125,35.875,57111200.0,34.32392883300781
2017-07-05,36.1974983215332,35.68000030517578,35.92250061035156,36.022499084472656,86278400.0,34.465057373046875
2017-07-06,35.875,35.602500915527344,35.755001068115234,35.682498931884766,96515200.0,34.1397590637207
2017-07-07,36.1875,35.724998474121094,35.724998474121094,36.04499816894531,76806800.0,34.4865837097168
2017-07-10,36.48749923706055,35.842498779296875,36.02750015258789,36.26499938964844,84362400.0,34.69706726074219
2017-07-11,36.462501525878906,36.095001220703125,36.182498931884766,36.38249969482422,79127200.0,34.80949020385742
2017-07-12,36.54499816894531,36.20500183105469,36.467498779296875,36.435001373291016,99538000.0,34.85972595214844
2017-07-13,37.122501373291016,36.36000061035156,36.375,36.942501068115234,100797600.0,35.34528732299805
2017-07-14,37.33250045776367,36.83250045776367,36.99250030517578,37.2599983215332,80528400.0,35.649051666259766
2017-07-17,37.724998474121094,37.14250183105469,37.20500183105469,37.38999938964844,95174000.0,35.773433685302734
2017-07-18,37.532501220703125,37.16749954223633,37.29999923706055,37.52000045776367,71475200.0,35.89781188964844
2017-07-19,37.85499954223633,37.48749923706055,37.619998931884766,37.755001068115234,83692000.0,36.12265396118164
2017-07-20,37.935001373291016,37.54750061035156,37.875,37.584999084472656,68974800.0,35.959999084472656
2017-07-21,37.61000061035156,37.220001220703125,37.497501373291016,37.567501068115234,105010400.0,35.94325637817383
2017-07-24,38.11000061035156,37.474998474121094,37.64500045776367,38.022499084472656,85972800.0,36.37859344482422
2017-07-25,38.459999084472656,37.95000076293945,37.95000076293945,38.185001373291016,75415600.0,36.534061431884766
2017-07-26,38.48249816894531,38.26499938964844,38.337501525878906,38.3650016784668,63124000.0,36.70628356933594
2017-07-27,38.497501373291016,36.82500076293945,38.4375,37.63999938964844,129905200.0,36.01262664794922
2017-07-28,37.557498931884766,37.29750061035156,37.47249984741211,37.375,68854800.0,35.75908279418945
2017-07-31,37.58250045776367,37.032501220703125,37.474998474121094,37.182498931884766,79383600.0,35.57490539550781
2017-08-01,37.55500030517578,37.102500915527344,37.275001525878906,37.51250076293945,141474400.0,35.8906364440918
2017-08-02,39.9375,39.040000915527344,39.81999969482422,39.28499984741211,279747200.0,37.58650207519531
2017-08-03,39.3025016784668,38.755001068115234,39.26250076293945,38.89250183105469,108389200.0,37.210975646972656
2017-08-04,39.349998474121094,38.92250061035156,39.01750183105469,39.09749984741211,82239600.0,37.40711212158203
2017-08-07,39.72999954223633,39.16749954223633,39.26499938964844,39.70249938964844,87481200.0,37.98595428466797
2017-08-08,40.45750045776367,39.567501068115234,39.650001525878906,40.02000045776367,144823600.0,38.28972625732422
2017-08-09,40.317501068115234,39.77750015258789,39.814998626708984,40.26499938964844,104526000.0,38.524131774902344
2017-08-10,40.0,38.657501220703125,39.974998474121094,38.83000183105469,163217200.0,37.29706573486328
2017-08-11,39.64250183105469,39.01750183105469,39.150001525878906,39.369998931884766,105028400.0,37.81575012207031
2017-08-14,40.0525016784668,39.6875,39.83000183105469,39.962501525878906,88490800.0,38.38486099243164
2017-08-15,40.54999923706055,40.03499984741211,40.165000915527344,40.400001525878906,117862000.0,38.80508041381836
2017-08-16,40.627498626708984,40.037498474121094,40.48500061035156,40.23749923706055,110686400.0,38.64900207519531
2017-08-17,40.1775016784668,39.459999084472656,40.130001068115234,39.46500015258789,111762400.0,37.90699768066406
2017-08-18,39.875,39.18000030517578,39.46500015258789,39.375,109712400.0,37.820560455322266
2017-08-21,39.47249984741211,38.77750015258789,39.375,39.3025016784668,105474000.0,37.75091552734375
2017-08-22,40.0,39.505001068115234,39.557498931884766,39.94499969482422,86418400.0,38.368045806884766
2017-08-23,40.11750030517578,39.720001220703125,39.76750183105469,39.994998931884766,77596400.0,38.41606903076172
2017-08-24,40.185001373291016,39.63750076293945,40.10749816894531,39.817501068115234,79275600.0,38.245574951171875
2017-08-25,40.13999938964844,39.817501068115234,39.912498474121094,39.96500015258789,101920400.0,38.38726043701172
2017-08-28,40.5,39.98249816894531,40.03499984741211,40.36750030517578,103864000.0,38.773868560791016
2017-08-29,40.779998779296875,40.0,40.025001525878906,40.727500915527344,118067600.0,39.11965560913086
2017-08-30,40.97249984741211,40.65250015258789,40.95000076293945,40.837501525878906,109078400.0,39.22531509399414
2017-08-31,41.130001068115234,40.869998931884766,40.90999984741211,41.0,107140400.0,39.38139724731445
2017-09-01,41.23500061035156,40.907501220703125,41.20000076293945,41.01250076293945,66364400.0,39.393409729003906
2017-09-05,41.0625,40.13999938964844,40.9375,40.52000045776367,117874000.0,38.92034912109375
2017-09-06,40.747501373291016,40.130001068115234,40.6775016784668,40.477500915527344,86606800.0,38.87952423095703
2017-09-07,40.560001373291016,40.09000015258789,40.522499084472656,40.314998626708984,87714000.0,38.72344207763672
2017-09-08,40.287498474121094,39.63249969482422,40.21500015258789,39.657501220703125,114446000.0,38.09190368652344
2017-09-11,40.51250076293945,39.97249984741211,40.125,40.375,126323200.0,38.78107833862305
2017-09-12,40.9900016784668,39.692501068115234,40.65250015258789,40.21500015258789,286856000.0,38.62739562988281
2017-09-13,39.9900016784668,39.477500915527344,39.967498779296875,39.912498474121094,179629600.0,38.33683395385742
2017-09-14,39.849998474121094,39.522499084472656,39.747501373291016,39.56999969482422,95042800.0,38.007850646972656
2017-09-15,40.24250030517578,39.5,39.61750030517578,39.970001220703125,196458400.0,38.39206314086914
2017-09-18,40.125,39.5,40.02750015258789,39.66749954223633,113077600.0,38.10150146484375
2017-09-19,39.942501068115234,39.61000061035156,39.877498626708984,39.682498931884766,83242400.0,38.115909576416016
2017-09-20,39.564998626708984,38.45750045776367,39.474998474121094,39.01750183105469,211805600.0,37.477169036865234
2017-09-21,38.95000076293945,38.1875,38.95000076293945,38.34749984741211,150046800.0,36.83361053466797
2017-09-22,38.067501068115234,37.63999938964844,37.8849983215332,37.97249984741211,186581600.0,36.47341537475586
2017-09-25,37.95750045776367,37.290000915527344,37.497501373291016,37.63750076293945,177549200.0,36.15164566040039
2017-09-26,38.47999954223633,37.92250061035156,37.94499969482422,38.28499984741211,146640000.0,36.77357864379883
2017-09-27,38.68000030517578,38.3849983215332,38.45000076293945,38.557498931884766,102016800.0,37.03532409667969
2017-09-28,38.56999969482422,38.17499923706055,38.47249984741211,38.31999969482422,88022000.0,36.80720138549805
2017-09-29,38.532501220703125,38.0,38.3025016784668,38.529998779296875,105199200.0,37.00890350341797
2017-10-02,38.61249923706055,38.18000030517578,38.564998626708984,38.45249938964844,74795200.0,36.934471130371094
2017-10-03,38.772499084472656,38.477500915527344,38.502498626708984,38.619998931884766,64921200.0,37.095359802246094
2017-10-04,38.46500015258789,38.1150016784668,38.407501220703125,38.369998931884766,80655200.0,36.855228424072266
2017-10-05,38.86000061035156,38.51250076293945,38.54499816894531,38.84749984741211,85135200.0,37.313873291015625
2017-10-06,38.872501373291016,38.63999938964844,38.74250030517578,38.82500076293945,69630400.0,37.29225540161133
2017-10-09,39.182498931884766,38.872501373291016,38.95249938964844,38.959999084472656,65051600.0,37.421932220458984
2017-10-10,39.5,38.775001525878906,39.01499938964844,38.974998474121094,62468000.0,37.436336517333984
2017-10-11,39.244998931884766,38.9375,38.99250030517578,39.13750076293945,67622400.0,37.59242630004883
2017-10-12,39.342498779296875,38.932498931884766,39.087501525878906,39.0,64500400.0,37.46036148071289
2017-10-13,39.31999969482422,39.102500915527344,39.182498931884766,39.247501373291016,65576800.0,37.698089599609375
2017-10-16,40.0,39.412498474121094,39.474998474121094,39.970001220703125,96486000.0,38.39206314086914
2017-10-17,40.217498779296875,39.807498931884766,39.94499969482422,40.11750030517578,75989200.0,38.53373718261719
2017-10-18,40.1775016784668,39.900001525878906,40.10499954223633,39.939998626708984,65496800.0,38.36324691772461
2017-10-19,39.27000045776367,38.755001068115234,39.1875,38.994998931884766,170336800.0,37.45555114746094
2017-10-20,39.4375,38.9900016784668,39.15250015258789,39.0625,95896400.0,37.520389556884766
2017-10-23,39.42250061035156,38.875,39.22249984741211,39.04249954223633,87937200.0,37.50117874145508
2017-10-24,39.35499954223633,39.04999923706055,39.0724983215332,39.275001525878906,71028800.0,37.7244987487793
2017-10-25,39.38750076293945,38.817501068115234,39.227500915527344,39.102500915527344,84828400.0,37.558807373046875
2017-10-26,39.45750045776367,39.19499969482422,39.307498931884766,39.352500915527344,68002000.0,37.79893493652344
2017-10-27,40.900001525878906,39.67499923706055,39.8224983215332,40.76250076293945,177816800.0,39.15326690673828
2017-10-30,42.01750183105469,40.93000030517578,40.97249984741211,41.68000030517578,178803200.0,40.0345573425293
2017-10-31,42.412498474121094,41.73500061035156,41.974998474121094,42.2599983215332,144187200.0,40.591651916503906
2017-11-01,42.48500061035156,41.40250015258789,42.467498779296875,41.72249984741211,134551200.0,40.07537841796875
2017-11-02,42.125,41.31999969482422,41.650001525878906,42.02750015258789,165573600.0,40.36833953857422
2017-11-03,43.564998626708984,42.779998779296875,43.5,43.125,237594400.0,41.422508239746094
2017-11-06,43.747501373291016,42.93000030517578,43.092498779296875,43.5625,140105200.0,41.84273910522461
2017-11-07,43.8125,43.400001525878906,43.477500915527344,43.70249938964844,97446000.0,41.977203369140625
2017-11-08,44.060001373291016,43.58250045776367,43.665000915527344,44.060001373291016,97638000.0,42.32059860229492
2017-11-09,44.025001525878906,43.28499984741211,43.77750015258789,43.970001220703125,117930400.0,42.23414993286133
2017-11-10,43.845001220703125,43.567501068115234,43.77750015258789,43.66749954223633,100582000.0,42.09436798095703
2017-11-13,43.625,43.349998474121094,43.375,43.49250030517578,67928400.0,41.92567443847656
2017-11-14,43.369998931884766,42.79499816894531,43.2599983215332,42.834999084472656,99130000.0,41.29186248779297
2017-11-15,42.58000183105469,42.095001220703125,42.49250030517578,42.27000045776367,116632400.0,40.74721145629883
2017-11-16,42.967498779296875,42.57500076293945,42.79499816894531,42.775001525878906,94550000.0,41.23402404785156
2017-11-17,42.84749984741211,42.40999984741211,42.7599983215332,42.537498474121094,87598000.0,41.00507736206055
2017-11-20,42.63999938964844,42.38999938964844,42.5724983215332,42.494998931884766,65049600.0,40.964115142822266
2017-11-21,43.42499923706055,42.69499969482422,42.69499969482422,43.28499984741211,100525200.0,41.725650787353516
2017-11-22,43.75,43.26250076293945,43.34000015258789,43.7400016784668,102355600.0,42.16425704956055
2017-11-24,43.875,43.662498474121094,43.775001525878906,43.74250030517578,56106800.0,42.16667556762695
2017-11-27,43.77000045776367,43.334999084472656,43.76250076293945,43.522499084472656,82867200.0,41.954593658447266
2017-11-28,43.717498779296875,42.96500015258789,43.57500076293945,43.26750183105469,105715200.0,41.70878219604492
2017-11-29,43.22999954223633,41.790000915527344,43.157501220703125,42.369998931884766,166665600.0,40.8436279296875
2017-11-30,43.03499984741211,42.11000061035156,42.60749816894531,42.962501525878906,166108800.0,41.414772033691406
2017-12-01,42.91749954223633,42.125,42.48749923706055,42.76250076293945,159037200.0,41.22197341918945
2017-12-04,43.154998779296875,42.407501220703125,43.119998931884766,42.45000076293945,130169600.0,40.92073059082031
2017-12-05,42.880001068115234,42.099998474121094,42.26499938964844,42.40999984741211,109400800.0,40.882164001464844
2017-12-06,42.54999923706055,41.6150016784668,41.875,42.252498626708984,114240000.0,40.730350494384766
2017-12-07,42.61000061035156,42.227500915527344,42.25749969482422,42.33000183105469,102693200.0,40.8050651550293
2017-12-08,42.75,42.20500183105469,42.622501373291016,42.342498779296875,93420800.0,40.817100524902344
2017-12-11,43.22249984741211,42.1974983215332,42.29999923706055,43.16749954223633,141095200.0,41.61238479614258
2017-12-12,43.09749984741211,42.8650016784668,43.037498474121094,42.92499923706055,77636800.0,41.37862014770508
2017-12-13,43.3849983215332,43.0,43.125,43.067501068115234,95273600.0,41.515987396240234
2017-12-14,43.282501220703125,42.912498474121094,43.099998474121094,43.05500030517578,81906000.0,41.503936767578125
2017-12-15,43.54249954223633,43.1150016784668,43.407501220703125,43.49250030517578,160677200.0,41.92567443847656
2017-12-18,44.29999923706055,43.71500015258789,43.720001220703125,44.10499954223633,117684400.0,42.51611328125
2017-12-19,43.84749984741211,43.522499084472656,43.75749969482422,43.6349983215332,109745600.0,42.06303787231445
2017-12-20,43.85499954223633,43.3125,43.717498779296875,43.587501525878906,93902400.0,42.01725387573242
2017-12-21,44.005001068115234,43.525001525878906,43.54249954223633,43.752498626708984,83799600.0,42.17631149291992
2017-12-22,43.85499954223633,43.625,43.66999816894531,43.752498626708984,65397600.0,42.17631149291992
2017-12-26,42.86750030517578,42.41999816894531,42.70000076293945,42.64250183105469,132742000.0,41.10630416870117
2017-12-27,42.69499969482422,42.4275016784668,42.525001525878906,42.650001525878906,85992800.0,41.11353302001953
2017-12-28,42.962501525878906,42.619998931884766,42.75,42.77000045776367,65920800.0,41.22921371459961
2017-12-29,42.647499084472656,42.30500030517578,42.630001068115234,42.307498931884766,103999600.0,40.78336715698242
2018-01-02,43.07500076293945,42.314998626708984,42.540000915527344,43.064998626708984,102223600.0,41.513580322265625
2018-01-03,43.63750076293945,42.9900016784668,43.13249969482422,43.057498931884766,118071600.0,41.506343841552734
2018-01-04,43.36750030517578,43.02000045776367,43.1349983215332,43.25749969482422,89738400.0,41.69913864135742
2018-01-05,43.842498779296875,43.26250076293945,43.36000061035156,43.75,94640000.0,42.173892974853516
2018-01-08,43.90250015258789,43.48249816894531,43.587501525878906,43.587501525878906,82271200.0,42.01725387573242
2018-01-09,43.76499938964844,43.352500915527344,43.63750076293945,43.58250045776367,86336000.0,42.01243209838867
2018-01-10,43.57500076293945,43.25,43.290000915527344,43.5724983215332,95839600.0,42.0027961730957
2018-01-11,43.872501373291016,43.622501373291016,43.647499084472656,43.81999969482422,74670800.0,42.24137878417969
2018-01-12,44.34000015258789,43.912498474121094,44.04499816894531,44.272499084472656,101672400.0,42.677581787109375
2018-01-16,44.84749984741211,44.03499984741211,44.474998474121094,44.04750061035156,118263600.0,42.46068572998047
2018-01-17,44.8125,43.76750183105469,44.037498474121094,44.775001525878906,137547200.0,43.16197967529297
2018-01-18,45.025001525878906,44.5625,44.842498779296875,44.814998626708984,124773600.0,43.20053482055664
2018-01-19,44.89500045776367,44.352500915527344,44.65250015258789,44.6150016784668,129700400.0,43.00774383544922
2018-01-22,44.44499969482422,44.150001525878906,44.32500076293945,44.25,108434400.0,42.6558952331543
2018-01-23,44.86000061035156,44.20500183105469,44.32500076293945,44.2599983215332,130756400.0,42.665523529052734
2018-01-24,44.32500076293945,43.29999923706055,44.3125,43.55500030517578,204420400.0,41.985931396484375
2018-01-25,43.73749923706055,42.63249969482422,43.627498626708984,42.77750015258789,166116000.0,41.23643493652344
2018-01-26,43.0,42.51499938964844,43.0,42.877498626708984,156572000.0,41.332828521728516
2018-01-29,42.540000915527344,41.76750183105469,42.540000915527344,41.9900016784668,202561600.0,40.4773063659668
2018-01-30,41.842498779296875,41.17499923706055,41.38249969482422,41.74250030517578,184192800.0,40.23872375488281
2018-01-31,42.11000061035156,41.625,41.717498779296875,41.85749816894531,129915600.0,40.349578857421875
2018-02-01,42.154998779296875,41.689998626708984,41.79249954223633,41.94499969482422,188923200.0,40.433929443359375
2018-02-02,41.70000076293945,40.025001525878906,41.5,40.125,346375200.0,38.67949676513672
2018-02-05,40.970001220703125,39.0,39.775001525878906,39.122501373291016,290954000.0,37.71310043334961
2018-02-06,40.93000030517578,38.5,38.70750045776367,40.75749969482422,272975200.0,39.28919982910156
2018-02-07,40.849998474121094,39.76750183105469,40.772499084472656,39.8849983215332,206434400.0,38.4481315612793
2018-02-08,40.25,38.75749969482422,40.0724983215332,38.787498474121094,217562000.0,37.39017868041992
2018-02-09,39.47249984741211,37.560001373291016,39.26750183105469,39.102500915527344,282690400.0,37.847511291503906
2018-02-12,40.97249984741211,39.377498626708984,39.625,40.6775016784668,243278000.0,39.3719596862793
2018-02-13,41.1875,40.412498474121094,40.48749923706055,41.084999084472656,130196800.0,39.76638412475586
2018-02-14,41.8849983215332,40.720001220703125,40.7599983215332,41.842498779296875,162579600.0,40.499568939208984
2018-02-15,43.272499084472656,42.25,42.4474983215332,43.247501373291016,204588800.0,41.85947799682617
2018-02-16,43.70500183105469,42.942501068115234,43.09000015258789,43.10749816894531,160704400.0,41.723968505859375
2018-02-20,43.564998626708984,42.85499954223633,43.01250076293945,42.962501525878906,135722000.0,41.58362579345703
2018-02-21,43.529998779296875,42.752498626708984,43.20750045776367,42.76750183105469,149886400.0,41.39488220214844
